id,address,enabled,date_added,date_modified,comment,date_updated,number,invalid_domains,status
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1589164525,1589164525,"Migrated from /etc/pihole/adlists.list",1619927762,80541,0,1
2,https://mirror1.malwaredomains.com/files/justdomains,0,1589164525,1609782371,"Migrated from /etc/pihole/adlists.list",1606923789,0,0,0
3,http://sysctl.org/cameleon/hosts,1,1589164525,1589164525,"Migrated from /etc/pihole/adlists.list",1619876775,20566,0,2
4,https://s3.amazonaws.com/lists.disconnect.me/simple_tracking.txt,1,1589164525,1589164525,"Migrated from /etc/pihole/adlists.list",1619876775,34,0,2
5,https://s3.amazonaws.com/lists.disconnect.me/simple_ad.txt,1,1589164525,1589164525,"Migrated from /etc/pihole/adlists.list",1619876775,2701,0,2
6,https://dbl.oisd.nl/,1,1589164525,1589164525,"Migrated from /etc/pihole/adlists.list",1619927767,1151161,0,1
7,https://raw.githubusercontent.com/superover/TikTok-Blocklist/master/tiktok.txt,1,1594259700,1598745307,TikTok,1619876780,984,0,2
8,https://raw.githubusercontent.com/llacb47/mischosts/master/social/tiktok-block,1,1594259742,1598745313,"TikTok 2",1619876780,3598,0,2
